student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA,will_graduate
25-5093,Business Intelligence & Analytics (BSBA‑BIA),2002-02-01,Filipino,Single,Male,Pasig,Paid,0,False,15,,3.5,Yes
25-2228,Business Intelligence & Analytics (BSBA‑BIA),2007-03-03,Filipino,Single,Female,Taguig,Paid,0,True,24,restrictions,3.5,No
25-7471,Human Resource Management (BSBA‑HRM),2006-03-12,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.5,Yes
25-8848,Business Intelligence & Analytics (BSBA‑BIA),2002-07-07,Filipino,Single,Male,Bacoor,Paid,0,False,15,,3.0,Yes
25-6883,Human Resource Management (BSBA‑HRM),2005-10-17,Filipino,Single,Male,Muntinlupa,Paid,0,False,21,monitoring,3.0,No
25-4813,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-05-18,Filipino,Single,Male,San Juan,With Balance,22727,False,21,,1.0,No
25-3846,Business Intelligence & Analytics (BSBA‑BIA),2005-10-01,Filipino,Single,Male,Rodriguez,With Balance,36555,False,24,,4.0,Yes
25-1621,Business Intelligence & Analytics (BSBA‑BIA),2003-01-17,Filipino,Single,Male,Pasig,Paid,0,False,21,advising,3.0,No
25-3320,Cybersecurity (BSCSEC),2005-02-12,Filipino,Single,Male,Muntinlupa,Paid,0,False,18,,3.5,Yes
25-8982,Information Systems (BS‑IS),2005-04-22,Filipino,Single,Female,Las Piñas,With Balance,33003,False,24,,3.0,Yes
25-3983,Information Systems (BS‑IS),2003-11-19,Filipino,Single,Female,Makati,With Balance,15501,False,15,,3.0,Yes
25-6500,Human Resource Management (BSBA‑HRM),2003-12-03,Filipino,Single,Male,Quezon City,With Balance,15450,False,24,,3.5,Yes
25-9946,Human Resource Management (BSBA‑HRM),2003-03-15,Filipino,Single,Female,Manila,With Balance,12431,False,21,,3.5,Yes
25-9962,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-10-20,Filipino,Single,Female,Bacoor,With Balance,15147,False,15,advising,1.0,No
25-7705,Information Systems (BS‑IS),2004-11-10,Filipino,Single,Female,Rodriguez,Paid,0,False,15,,3.5,Yes
25-5825,Cybersecurity (BSCSEC),2007-04-04,Filipino,Single,Female,Makati,Paid,0,False,24,,2.0,No
25-5341,Business Intelligence & Analytics (BSBA‑BIA),2002-06-13,Filipino,Single,Female,Navotas,Paid,0,False,21,,4.0,Yes
25-2584,Business Intelligence & Analytics (BSBA‑BIA),2006-10-08,Filipino,Single,Female,San Mateo,With Balance,28766,False,18,,4.0,Yes
25-1568,Human Resource Management (BSBA‑HRM),2002-02-25,Filipino,Single,Male,Caloocan,Paid,0,False,24,restrictions,3.5,No
25-3422,Cybersecurity (BSCSEC),2001-02-13,Filipino,Single,Female,Antipolo,With Balance,35773,False,24,advising,4.0,No
25-2641,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-05-28,Filipino,Single,Female,Marikina,Paid,0,False,24,monitoring,3.5,No
25-7581,Business Intelligence & Analytics (BSBA‑BIA),2005-12-08,Filipino,Single,Female,Parañaque,Paid,0,True,21,,2.0,Yes
25-2609,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-15,Filipino,Single,Female,Cainta,Paid,0,False,18,,3.5,Yes
25-8937,Cybersecurity (BSCSEC),2000-09-26,Filipino,Single,Female,Pasig,Paid,0,False,15,,2.0,No
25-4288,Cybersecurity (BSCSEC),2007-01-12,Filipino,Single,Female,Antipolo,With Balance,32320,False,15,,3.5,Yes
25-8308,Business Intelligence & Analytics (BSBA‑BIA),2005-06-06,Filipino,Single,Male,Las Piñas,Paid,0,True,15,,3.0,Yes
25-4511,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-05-21,Filipino,Single,Male,Malabon,Paid,0,False,15,,3.0,Yes
25-6004,Cybersecurity (BSCSEC),2004-07-13,Filipino,Single,Male,Navotas,Paid,0,False,24,,4.0,Yes
25-7131,Human Resource Management (BSBA‑HRM),2004-05-22,Filipino,Single,Female,Bacoor,Paid,0,False,21,,3.0,Yes
25-4937,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-11-11,Filipino,Single,Female,Las Piñas,Paid,0,False,24,,3.0,Yes
25-4111,Business Solutions & Applications (BSBA‑BSAA),2007-11-12,Filipino,Single,Male,Las Piñas,Paid,0,True,18,,3.0,Yes
25-3999,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-12,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,3.5,Yes
25-2166,Human Resource Management (BSBA‑HRM),2001-11-13,Filipino,Single,Male,Pasig,Paid,0,False,24,restrictions,4.0,No
25-2324,Human Resource Management (BSBA‑HRM),2002-06-21,Filipino,Single,Male,Mandaluyong,Paid,0,False,15,monitoring,3.0,No
25-7609,Human Resource Management (BSBA‑HRM),2000-01-18,Filipino,Single,Male,Muntinlupa,Paid,0,False,15,,3.0,Yes
25-5076,Business Solutions & Applications (BSBA‑BSAA),2004-03-04,Filipino,Single,Male,Makati,Paid,0,False,21,,3.0,Yes
25-9587,Business Solutions & Applications (BSBA‑BSAA),2002-06-16,Filipino,Single,Female,Manila,With Balance,14299,False,18,,3.0,Yes
25-3768,Business Intelligence & Analytics (BSBA‑BIA),2000-07-21,Filipino,Single,Male,Cainta,Paid,0,False,15,advising,3.5,No
25-7230,Business Intelligence & Analytics (BSBA‑BIA),2002-04-23,Filipino,Single,Female,Imus,Paid,0,False,18,,2.0,No
25-9381,Cybersecurity (BSCSEC),2001-02-16,Filipino,Single,Female,Antipolo,Paid,0,False,24,,4.0,Yes
25-9132,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-06-08,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,4.0,Yes
25-2659,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-05-09,Filipino,Single,Male,Quezon City,Paid,0,False,21,,4.0,Yes
25-1751,Business Intelligence & Analytics (BSBA‑BIA),2002-06-12,Filipino,Single,Female,Makati,Paid,0,False,15,,1.0,No
25-5453,Cybersecurity (BSCSEC),2007-07-21,Filipino,Single,Male,Quezon City,With Balance,13398,False,24,,3.5,Yes
25-8178,Business Intelligence & Analytics (BSBA‑BIA),2005-10-01,Filipino,Single,Male,Malabon,Paid,0,False,24,,4.0,Yes
25-6148,Business Intelligence & Analytics (BSBA‑BIA),2003-11-28,Filipino,Single,Male,Valenzuela,Paid,0,False,21,,3.0,Yes
25-3435,Cybersecurity (BSCSEC),2000-01-21,Filipino,Single,Female,Malabon,Paid,0,False,24,,3.5,Yes
25-5557,Business Intelligence & Analytics (BSBA‑BIA),2006-07-27,Filipino,Single,Female,Makati,Paid,0,False,15,,3.0,Yes
25-1291,Business Intelligence & Analytics (BSBA‑BIA),2000-02-26,Filipino,Single,Female,Antipolo,Paid,0,False,24,,3.5,Yes
25-1889,Cybersecurity (BSCSEC),2005-09-25,Filipino,Single,Female,Navotas,With Balance,17266,False,15,,2.0,No
25-5783,Human Resource Management (BSBA‑HRM),2001-01-06,Filipino,Single,Female,Taguig,Paid,0,False,15,,3.5,Yes
25-8488,Cybersecurity (BSCSEC),2005-02-25,Filipino,Single,Male,Navotas,Paid,0,False,18,,4.0,Yes
25-1795,Human Resource Management (BSBA‑HRM),2007-09-25,Filipino,Single,Male,Pasig,Paid,0,False,21,,3.5,Yes
25-5067,Business Solutions & Applications (BSBA‑BSAA),2004-08-26,Filipino,Single,Female,San Mateo,With Balance,28139,False,18,,3.0,Yes
25-5760,Information Systems (BS‑IS),2002-12-21,Japanese,Single,Female,Taguig,Paid,0,False,24,,2.0,No
25-9747,Business Solutions & Applications (BSBA‑BSAA),2000-09-04,Filipino,Single,Male,Caloocan,With Balance,19391,False,21,advising,3.0,No
25-5835,Business Solutions & Applications (BSBA‑BSAA),2005-08-04,Filipino,Single,Male,Bacoor,Paid,0,False,21,,4.0,Yes
25-7251,Human Resource Management (BSBA‑HRM),2005-09-02,Filipino,Single,Female,San Juan,With Balance,31221,False,21,,3.0,Yes
25-4218,Cybersecurity (BSCSEC),2004-08-06,Vietnamese,Single,Male,Antipolo,Paid,0,False,21,,4.0,Yes
25-5178,Business Intelligence & Analytics (BSBA‑BIA),2002-01-05,Filipino,Single,Female,Malabon,Paid,0,False,15,,3.5,Yes
25-4603,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-07-18,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.0,Yes
25-9691,Human Resource Management (BSBA‑HRM),2000-02-22,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0,Yes
25-5633,Business Intelligence & Analytics (BSBA‑BIA),2005-09-26,Filipino,Single,Female,Bacoor,Paid,0,False,15,,1.0,No
25-9814,Human Resource Management (BSBA‑HRM),2003-11-21,Filipino,Single,Female,Taguig,With Balance,38791,False,24,,2.0,No
25-3519,Business Intelligence & Analytics (BSBA‑BIA),2000-02-03,Filipino,Single,Male,Rodriguez,With Balance,23357,False,24,,3.5,Yes
25-6183,Business Intelligence & Analytics (BSBA‑BIA),2000-11-24,Filipino,Single,Male,Makati,Paid,0,False,21,,3.5,Yes
25-2417,Business Solutions & Applications (BSBA‑BSAA),2006-07-27,Filipino,Single,Male,Pasig,With Balance,37835,False,21,,4.0,Yes
25-7113,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-02-02,Filipino,Single,Male,Las Piñas,With Balance,33787,False,21,,2.0,No
25-9397,Business Intelligence & Analytics (BSBA‑BIA),2004-04-04,Filipino,Single,Male,San Mateo,Paid,0,False,21,,3.5,Yes
25-4234,Cybersecurity (BSCSEC),2005-06-05,Filipino,Single,Female,Cainta,Paid,0,True,18,,3.5,Yes
25-6008,Information Systems (BS‑IS),2005-06-14,Filipino,Single,Male,Bacoor,With Balance,14400,False,21,,3.5,Yes
25-6877,Cybersecurity (BSCSEC),2001-03-21,Filipino,Single,Male,San Mateo,With Balance,30533,False,15,,2.0,No
25-9309,Information Systems (BS‑IS),2006-10-07,Filipino,Single,Female,Bacoor,Paid,0,False,18,,3.0,Yes
25-5767,Business Intelligence & Analytics (BSBA‑BIA),2001-07-12,Filipino,Single,Male,Antipolo,Paid,0,False,18,,3.5,Yes
25-6878,Business Intelligence & Analytics (BSBA‑BIA),2003-02-09,Filipino,Single,Male,Antipolo,Paid,0,False,24,,2.0,No
25-1653,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-09,Filipino,Single,Female,Bacoor,Paid,0,False,15,,3.5,Yes
25-4651,Human Resource Management (BSBA‑HRM),2005-08-26,Filipino,Single,Male,Navotas,Paid,0,False,21,,4.0,Yes
25-6934,Information Systems (BS‑IS),2003-07-26,Filipino,Single,Female,Malabon,Paid,0,False,24,advising,4.0,No
25-3639,Business Intelligence & Analytics (BSBA‑BIA),2002-01-06,Filipino,Single,Female,Cainta,Paid,0,False,21,,4.0,Yes
25-8723,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-10-05,Filipino,Single,Male,Cainta,Paid,0,False,21,,3.0,Yes
25-2127,Business Solutions & Applications (BSBA‑BSAA),2001-01-07,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.0,Yes
25-2925,Business Intelligence & Analytics (BSBA‑BIA),2000-11-21,Filipino,Single,Male,Antipolo,With Balance,25798,False,24,,2.0,No
25-2600,Human Resource Management (BSBA‑HRM),2003-02-10,Filipino,Single,Female,Caloocan,Paid,0,True,15,,4.0,Yes
25-1117,Human Resource Management (BSBA‑HRM),2005-07-12,Filipino,Single,Female,Marikina,Paid,0,False,21,,1.0,No
25-4337,Human Resource Management (BSBA‑HRM),2007-03-12,Filipino,Single,Female,Rodriguez,With Balance,34110,False,18,,3.0,Yes
25-4764,Human Resource Management (BSBA‑HRM),2002-02-07,Filipino,Single,Male,Mandaluyong,Paid,0,False,15,,3.5,Yes
25-8133,Business Intelligence & Analytics (BSBA‑BIA),2005-02-20,Filipino,Single,Female,Cainta,Paid,0,False,15,,2.0,No
25-9099,Human Resource Management (BSBA‑HRM),2004-04-02,Filipino,Single,Male,Cainta,Paid,0,False,18,,1.0,No
25-2422,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-11-13,Filipino,Single,Male,Makati,Paid,0,False,21,,2.0,No
25-4707,Information Systems (BS‑IS),2006-10-01,Filipino,Single,Male,San Mateo,Paid,0,True,21,,4.0,Yes
25-9409,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-15,Korean,Single,Male,Muntinlupa,Paid,0,False,24,,2.0,No
25-8896,Business Intelligence & Analytics (BSBA‑BIA),2003-11-23,Filipino,Single,Female,Antipolo,With Balance,18629,False,18,,3.5,Yes
25-6603,Business Intelligence & Analytics (BSBA‑BIA),2007-06-12,Filipino,Single,Male,Imus,Paid,0,False,18,,4.0,Yes
25-5348,Business Solutions & Applications (BSBA‑BSAA),2003-10-12,Filipino,Single,Male,Imus,Paid,0,False,15,,3.0,Yes
25-1692,Cybersecurity (BSCSEC),2005-08-19,Filipino,Single,Female,Pasay,Paid,0,False,15,,3.5,Yes
25-9859,Business Intelligence & Analytics (BSBA‑BIA),2002-08-04,Filipino,Single,Male,Manila,Paid,0,False,15,,3.0,Yes
25-5254,Business Intelligence & Analytics (BSBA‑BIA),2004-08-20,Filipino,Single,Female,Caloocan,With Balance,21962,False,24,,4.0,Yes
25-3148,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-12-09,Filipino,Single,Female,Caloocan,With Balance,14900,False,24,,4.0,Yes
25-9185,Business Intelligence & Analytics (BSBA‑BIA),2005-08-10,Filipino,Single,Male,Pasay,Paid,0,True,18,monitoring,3.5,No
25-2577,Human Resource Management (BSBA‑HRM),2005-06-18,Filipino,Single,Female,Manila,Paid,0,False,18,,3.0,Yes
25-9821,Business Intelligence & Analytics (BSBA‑BIA),2005-06-22,Filipino,Single,Female,Makati,Paid,0,False,18,,3.0,Yes
25-6527,Human Resource Management (BSBA‑HRM),2006-02-03,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.5,Yes
25-6950,Cybersecurity (BSCSEC),2007-07-06,Filipino,Single,Male,Imus,With Balance,34567,False,15,,3.5,Yes
25-2565,Business Intelligence & Analytics (BSBA‑BIA),2000-01-25,Filipino,Single,Male,Taguig,Paid,0,False,24,,4.0,Yes
25-5655,Human Resource Management (BSBA‑HRM),2002-01-02,Filipino,Single,Female,Malabon,With Balance,18926,False,24,restrictions,3.0,No
25-8480,Information Systems (BS‑IS),2006-09-21,Filipino,Single,Female,Malabon,With Balance,24478,False,21,,3.5,Yes
25-5973,Business Intelligence & Analytics (BSBA‑BIA),2002-06-10,Filipino,Single,Female,Malabon,With Balance,36147,False,21,,3.0,Yes
25-9981,Human Resource Management (BSBA‑HRM),2006-07-08,Filipino,Single,Female,Pasay,Paid,0,False,18,,3.0,Yes
25-5454,Business Solutions & Applications (BSBA‑BSAA),2004-07-07,Filipino,Single,Female,Taguig,Paid,0,False,21,,3.5,Yes
25-6253,Business Intelligence & Analytics (BSBA‑BIA),2000-03-04,Filipino,Single,Female,Manila,Paid,0,False,24,,3.5,Yes
25-9165,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-06-03,Filipino,Single,Male,Marikina,Paid,0,False,24,,2.0,No
25-5097,Cybersecurity (BSCSEC),2001-12-08,Filipino,Married,Male,Quezon City,With Balance,13078,False,18,,3.0,Yes
25-6113,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-12-18,Filipino,Single,Female,Caloocan,Paid,0,False,18,,4.0,Yes
25-8113,Business Solutions & Applications (BSBA‑BSAA),2004-10-04,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,4.0,Yes
25-3583,Human Resource Management (BSBA‑HRM),2005-11-02,Filipino,Single,Male,Pasig,Paid,0,False,21,,3.5,Yes
25-4161,Business Intelligence & Analytics (BSBA‑BIA),2002-05-02,Filipino,Single,Female,San Mateo,Paid,0,False,18,,3.5,Yes
25-8674,Business Solutions & Applications (BSBA‑BSAA),2002-02-17,Filipino,Single,Female,San Mateo,Paid,0,False,24,,2.0,No
25-6965,Cybersecurity (BSCSEC),2001-11-18,Filipino,Single,Female,San Mateo,Paid,0,False,24,,4.0,Yes
25-9572,Information Systems (BS‑IS),2002-03-28,Filipino,Single,Male,Taguig,Paid,0,True,24,,3.0,Yes
25-5193,Business Intelligence & Analytics (BSBA‑BIA),2001-01-07,Filipino,Single,Male,Navotas,Paid,0,False,24,,3.0,Yes
25-1955,Cybersecurity (BSCSEC),2000-12-03,Filipino,Single,Male,Antipolo,Paid,0,True,18,,4.0,Yes
25-9621,Information Systems (BS‑IS),2002-09-24,Filipino,Single,Female,Imus,Paid,0,False,15,,4.0,Yes
25-7579,Human Resource Management (BSBA‑HRM),2007-06-11,Filipino,Married,Female,Valenzuela,Paid,0,False,21,,3.0,Yes
25-4504,Human Resource Management (BSBA‑HRM),2004-06-15,Filipino,Single,Male,Las Piñas,Paid,0,False,21,advising,4.0,No
25-6159,Business Intelligence & Analytics (BSBA‑BIA),2004-09-17,Filipino,Single,Male,Taguig,Paid,0,True,21,,3.5,Yes
25-4817,Business Solutions & Applications (BSBA‑BSAA),2006-10-07,Filipino,Single,Female,Mandaluyong,With Balance,33030,False,15,,3.5,Yes
25-2285,Cybersecurity (BSCSEC),2005-06-27,Filipino,Single,Male,San Juan,With Balance,10374,False,24,restrictions,4.0,No
25-9846,Human Resource Management (BSBA‑HRM),2003-03-02,Filipino,Married,Female,Cainta,Paid,0,False,24,,3.5,Yes
25-3165,Business Solutions & Applications (BSBA‑BSAA),2000-09-13,Filipino,Single,Female,Pasig,Paid,0,False,18,,3.0,Yes
25-4212,Human Resource Management (BSBA‑HRM),2003-04-03,Filipino,Single,Male,Taguig,Paid,0,False,21,,3.5,Yes
25-1396,Cybersecurity (BSCSEC),2005-10-27,American,Single,Male,Navotas,Paid,0,True,18,,3.5,Yes
25-2405,Business Intelligence & Analytics (BSBA‑BIA),2002-05-01,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.0,Yes
25-5237,Human Resource Management (BSBA‑HRM),2002-12-23,Filipino,Single,Male,Marikina,Paid,0,False,21,restrictions,2.0,No
25-2091,Human Resource Management (BSBA‑HRM),2005-02-01,Filipino,Single,Female,San Juan,Paid,0,False,15,,3.5,Yes
25-9709,Business Intelligence & Analytics (BSBA‑BIA),2007-09-23,Filipino,Single,Female,Muntinlupa,With Balance,10602,False,21,,3.5,Yes
25-5953,Business Solutions & Applications (BSBA‑BSAA),2004-01-21,Filipino,Single,Male,San Mateo,Paid,0,False,21,,3.0,Yes
25-7262,Human Resource Management (BSBA‑HRM),2003-07-08,Filipino,Single,Female,Cainta,Paid,0,False,18,,3.0,Yes
25-4314,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-07-25,Filipino,Single,Male,Muntinlupa,Paid,0,True,15,,2.0,Yes
25-3384,Cybersecurity (BSCSEC),2006-07-10,Filipino,Single,Female,Pasig,Paid,0,False,18,restrictions,3.0,No
25-4783,Human Resource Management (BSBA‑HRM),2000-06-03,Filipino,Single,Female,Bacoor,With Balance,26103,False,24,advising,4.0,No
25-7694,Cybersecurity (BSCSEC),2004-07-08,Filipino,Married,Male,Makati,With Balance,24394,False,24,,2.0,No
25-5043,Human Resource Management (BSBA‑HRM),2006-12-11,Filipino,Single,Male,Antipolo,Paid,0,False,15,,4.0,Yes
25-9812,Human Resource Management (BSBA‑HRM),2006-09-25,Filipino,Single,Female,Navotas,Paid,0,False,21,,3.5,Yes
25-1893,Information Systems (BS‑IS),2007-11-15,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,3.5,Yes
25-1408,Business Intelligence & Analytics (BSBA‑BIA),2003-08-03,Filipino,Single,Male,Taguig,Paid,0,True,24,,4.0,Yes
25-7292,Cybersecurity (BSCSEC),2002-07-18,Filipino,Single,Female,Rodriguez,With Balance,15312,False,18,,3.0,Yes
25-7874,Business Solutions & Applications (BSBA‑BSAA),2007-05-21,Filipino,Single,Male,Manila,Paid,0,False,24,,3.5,Yes
25-1094,Information Systems (BS‑IS),2003-10-22,Filipino,Single,Male,Cainta,Paid,0,False,21,,3.0,Yes
25-4401,Business Intelligence & Analytics (BSBA‑BIA),2005-01-05,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,4.0,Yes
25-5659,Information Systems (BS‑IS),2002-08-24,Filipino,Single,Male,Las Piñas,With Balance,36878,False,15,,2.0,No
25-2063,Business Solutions & Applications (BSBA‑BSAA),2004-06-17,Filipino,Single,Male,Cainta,Paid,0,True,15,,3.0,Yes
25-5705,Human Resource Management (BSBA‑HRM),2004-09-19,American,Single,Male,Cainta,Paid,0,False,24,,4.0,Yes
25-4812,Cybersecurity (BSCSEC),2000-02-01,Filipino,Single,Male,Cainta,Paid,0,False,21,,2.0,No
25-4478,Business Intelligence & Analytics (BSBA‑BIA),2004-05-26,Filipino,Single,Female,Manila,Paid,0,False,24,,3.0,Yes
25-1477,Cybersecurity (BSCSEC),2005-11-16,Filipino,Single,Male,Malabon,Paid,0,False,21,,2.0,No
25-1917,Cybersecurity (BSCSEC),2005-09-18,Filipino,Single,Female,Parañaque,Paid,0,True,18,,4.0,Yes
25-7147,Information Systems (BS‑IS),2006-03-20,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,4.0,Yes
25-8404,Cybersecurity (BSCSEC),2004-03-04,Filipino,Single,Male,Makati,Paid,0,False,24,,4.0,Yes
25-6572,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-06-05,Filipino,Single,Male,Caloocan,Paid,0,False,15,advising,3.0,No
25-2426,Business Solutions & Applications (BSBA‑BSAA),2001-09-25,Filipino,Single,Female,Bacoor,Paid,0,False,18,,3.0,Yes
25-8227,Information Systems (BS‑IS),2002-05-04,Filipino,Single,Male,Caloocan,Paid,0,False,21,restrictions,2.0,No
25-5011,Business Intelligence & Analytics (BSBA‑BIA),2005-09-15,Filipino,Single,Male,Taguig,Paid,0,False,24,,3.0,Yes
25-8304,Information Systems (BS‑IS),2003-12-25,Filipino,Single,Female,Rodriguez,With Balance,32891,False,24,monitoring,3.0,No
25-8625,Human Resource Management (BSBA‑HRM),2002-10-09,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,monitoring,3.5,No
25-3798,Business Solutions & Applications (BSBA‑BSAA),2002-09-04,Filipino,Single,Male,Muntinlupa,Paid,0,False,21,,3.5,Yes
25-7773,Business Solutions & Applications (BSBA‑BSAA),2002-08-13,Filipino,Single,Female,Valenzuela,Paid,0,False,18,,3.0,Yes
25-8972,Business Intelligence & Analytics (BSBA‑BIA),2005-09-04,Filipino,Single,Female,Makati,Paid,0,False,24,,3.0,Yes
25-2007,Business Intelligence & Analytics (BSBA‑BIA),2000-03-22,Filipino,Single,Female,Cainta,Paid,0,False,21,,3.0,Yes
25-5989,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-02-19,Filipino,Married,Female,Pasig,Paid,0,False,15,restrictions,2.0,No
